timestamp,loop_execution_time_ms,loop_period_ms,jitter_ms,cpu_percent,memory_percent,deadline_miss
2026-06-20T02:06:28.351783+00:00,12.279499999999999,,,0.0,0.11836003614509001,True
2026-06-20T02:06:28.365553+00:00,14.676000000000023,13.54329999999998,3.543299999999981,33.3,0.11848208196499628,True
