timestamp,loop_execution_time_ms,loop_period_ms,jitter_ms,cpu_percent,memory_percent,deadline_miss,position_error_m,covariance_trace
2026-06-20T20:36:16.168124+00:00,33.443599997553974,,,18.9,82.6,False,0.09231890410514564,4.000152509562405
2026-06-20T20:36:16.276348+00:00,31.151100003626198,107.43899999943096,7.438999999430962,17.8,82.6,False,0.14175456970073644,4.641643959520563
2026-06-20T20:36:16.374478+00:00,29.382900000200607,98.23590000451077,1.7640999954892322,12.6,82.6,False,0.11219287466018407,5.358830085046106
2026-06-20T20:36:16.471097+00:00,43.213099997956306,96.63200000068173,3.367999999318272,2.9,82.5,False,0.20887387128564916,5.950172576044984
2026-06-20T20:36:16.574217+00:00,30.96720000030473,103.11549999460112,3.115499994601123,10.5,82.5,False,0.16624143812855965,6.314363186734054
2026-06-20T20:36:16.683983+00:00,33.393700010492466,109.75809999217745,9.75809999217745,15.5,82.5,False,0.23705479200032908,6.445757755278553
2026-06-20T20:36:16.779829+00:00,31.519500000285916,95.8361000084551,4.163899991544895,8.0,82.6,False,0.2620213311282078,6.412322561472001
2026-06-20T20:36:16.874915+00:00,137.92140000441577,95.14799999305978,4.852000006940216,4.7,82.6,True,0.24039841328616118,6.3034798081550525
2026-06-20T20:36:17.012555+00:00,25.39900000556372,138.16030000452884,38.160300004528835,9.5,82.6,False,0.32972416448484315,6.14928004479694
2026-06-20T20:36:17.075922+00:00,30.094100002315827,62.716300002648495,37.283699997351505,3.9,82.6,False,0.3351670651129167,6.016846681875293
2026-06-20T20:36:17.168257+00:00,32.92660000442993,92.36779999628197,7.632200003718026,4.3,82.6,False,0.2372044455481591,5.8682363872986905
2026-06-20T20:36:17.278390+00:00,31.972700002370402,110.23340000247117,10.233400002471171,8.0,82.6,False,0.35587843300948757,5.772426278089742
2026-06-20T20:36:17.368054+00:00,30.21739999530837,89.8973000003025,10.102699999697506,14.3,82.6,False,0.2993182476704006,5.642731969958138
2026-06-20T20:36:17.471334+00:00,134.50970000121742,102.9934999969555,2.9934999969555065,5.3,82.6,True,0.2946677581486413,5.5819377205570255
2026-06-20T20:36:17.606047+00:00,52.58509999839589,134.7509000042919,34.75090000429191,22.7,82.6,False,0.20458330307914016,5.54978230258582
2026-06-20T20:36:17.667730+00:00,26.84820001013577,61.64679999346845,38.35320000653155,6.2,82.6,False,0.12271698809530814,5.514960940999522
2026-06-20T20:36:17.777093+00:00,48.21010000887327,109.28119999880437,9.281199998804368,1.6,82.6,False,0.09844159855251843,5.491797548445846
2026-06-20T20:36:17.870752+00:00,79.23840000876226,93.67919999931473,6.320800000685267,6.2,82.6,False,0.21199747313059966,5.413644525112048
2026-06-20T20:36:17.974606+00:00,30.319199999212287,103.95270001026802,3.9527000102680176,3.4,82.6,False,0.18556852186295938,5.396607138379204
2026-06-20T20:36:18.075244+00:00,113.09739999705926,100.64089999650605,0.6408999965060502,3.3,82.6,True,0.2914756037482804,5.362351257987434
2026-06-20T20:36:18.184979+00:00,91.30169999843929,113.30949999683071,13.30949999683071,6.6,82.6,False,0.19837482190794004,5.35166582906052
2026-06-20T20:36:18.279991+00:00,24.585200008004904,91.50660000159405,8.493399998405948,4.8,82.6,False,0.2587549827382748,5.2942938070641725
2026-06-20T20:36:18.374303+00:00,31.97730000829324,94.19119999802206,5.808800001977943,5.3,82.6,False,0.18707890400449906,5.2790872593693186
2026-06-20T20:36:18.471420+00:00,124.15110001165885,97.14179999718908,2.858200002810918,1.7,82.6,True,0.07309642994553206,5.274995478940746
2026-06-20T20:36:18.595712+00:00,33.656300001894124,124.55390000832267,24.55390000832267,65.6,82.6,False,0.05939076937218142,5.268229031405966
2026-06-20T20:36:18.668705+00:00,34.926599997561425,72.78269999369513,27.217300006304868,10.6,82.7,False,0.1030386976810507,5.253757450067469
2026-06-20T20:36:18.776842+00:00,79.20759999251459,108.09000000881497,8.090000008814968,19.5,82.7,False,0.02933191142134832,5.253920423927873
2026-06-20T20:36:18.870614+00:00,31.377199993585236,93.77029999450315,6.229700005496852,50.0,82.7,False,0.1093937947465514,5.232736806048303
2026-06-20T20:36:18.980595+00:00,66.0795000003418,109.90670000319369,9.906700003193691,12.6,82.7,False,0.09344213838435018,5.247523469915479
2026-06-20T20:36:19.073626+00:00,28.890099987620488,93.0683000042336,6.931699995766394,8.5,82.8,False,0.11716255285361639,5.243752715791193
2026-06-20T20:36:19.167459+00:00,108.30259999784175,93.82199999527074,6.178000004729256,9.4,82.5,True,0.3184575356373933,5.226175509263497
2026-06-20T20:36:19.275469+00:00,25.39160000742413,108.49339999549557,8.493399995495565,21.4,82.5,False,0.33798660794789337,5.223926635864976
2026-06-20T20:36:19.370938+00:00,28.291599999647588,95.04660000675358,4.953399993246421,11.9,82.5,False,0.07261119133793571,5.230742782297501
2026-06-20T20:36:19.471686+00:00,35.61249999620486,100.71749999769963,0.7174999976996332,7.5,82.5,False,0.20219454815570329,5.223159982612117
2026-06-20T20:36:19.568261+00:00,77.61239999672398,96.49589999753516,3.5041000024648383,9.9,82.5,False,0.13752839330888436,5.217304921414997
2026-06-20T20:36:19.668111+00:00,64.93780000892002,99.97979999752715,0.0202000024728477,9.0,82.5,False,0.14656451174608365,5.22463962683872
2026-06-20T20:36:19.778370+00:00,31.93539999483619,110.12140000821091,10.121400008210912,6.8,82.5,False,0.17257449000960082,5.214285513579763
2026-06-20T20:36:19.871627+00:00,34.07660000084434,93.37129999767058,6.628700002329424,4.7,82.6,False,0.08163552225358142,5.213534293503783
2026-06-20T20:36:19.980183+00:00,97.63930000190157,108.50159999972675,8.50159999972675,2.9,82.6,False,0.18102627079026604,5.203305910976951
2026-06-20T20:36:20.074798+00:00,25.485300007858314,97.8389999945648,2.1610000054351985,6.2,82.6,False,0.1298692034687771,5.211363081666459
2026-06-20T20:36:20.167972+00:00,35.49809999822173,89.97490000911057,10.02509999088943,6.8,82.6,False,0.15022101772544447,5.205200491073317
2026-06-20T20:36:20.275137+00:00,108.69049999746494,107.19039999821689,7.19039999821689,6.5,82.6,True,0.09945068464070216,5.20031130249868
2026-06-20T20:36:20.379488+00:00,26.579099998343736,108.89609999139793,8.896099991397932,12.9,82.6,False,0.08162015807743984,5.20380007783023
2026-06-20T20:36:20.470457+00:00,31.7804999940563,86.48060000268742,13.519399997312576,2.0,82.6,False,0.10600480545114016,5.201369324269356
2026-06-20T20:36:20.562271+00:00,31.663900008425117,91.68579999823123,8.314200001768768,3.5,82.6,False,0.029157020987247383,5.202625570102931
2026-06-20T20:36:20.667166+00:00,63.2945999968797,104.95470000023488,4.9547000002348796,3.9,82.4,False,0.13406411706946691,5.201745847521013
2026-06-20T20:36:20.777629+00:00,33.136799989733845,110.4959000076633,10.495900007663295,2.7,82.4,False,0.3275526772221289,5.2051767702470695
2026-06-20T20:36:20.870886+00:00,31.764200000907294,93.18719999282621,6.8128000071737915,2.9,82.4,False,0.422644534570646,5.202675790862034
2026-06-20T20:36:20.979955+00:00,63.97230000584386,109.10159999912139,9.10159999912139,1.6,82.4,False,0.17396878689790155,5.195994498772407
2026-06-20T20:36:21.074879+00:00,79.54920000338461,94.97859999828506,5.021400001714937,7.9,82.4,False,0.10046409186425392,5.1841219206856195
2026-06-20T20:36:21.167328+00:00,26.54649999749381,92.33320000930689,7.666799990693107,16.7,82.4,False,0.09995739061074989,5.169457885989326
2026-06-20T20:36:21.261010+00:00,79.12589999614283,93.64859999914188,6.351400000858121,5.3,82.4,False,0.14066439422496171,5.156601776028369
2026-06-20T20:36:21.365018+00:00,32.56929999042768,104.15420000208542,4.1542000020854175,26.3,82.4,False,0.031216430581006364,5.1619453707554825
2026-06-20T20:36:21.470685+00:00,116.41059999237768,105.63429999456275,5.6342999945627525,1.3,82.4,True,0.1455215875743271,5.169608580423883
2026-06-20T20:36:21.586456+00:00,81.71459998993669,116.63370000314899,16.633700003148988,3.3,82.4,False,0.03186130214416748,5.1638993274867175
2026-06-20T20:36:21.669369+00:00,24.61819999734871,81.92519999283832,18.074800007161684,44.4,82.4,False,0.17718490673624585,5.172916759307571
2026-06-20T20:36:21.762776+00:00,28.398499998729676,93.53620000183582,6.463799998164177,8.2,82.4,False,0.09681702239847133,5.1672156880026545
2026-06-20T20:36:21.870768+00:00,33.27030000218656,107.96439999830909,7.964399998309091,3.1,82.4,False,0.06467819437278437,5.157339235532442
2026-06-20T20:36:21.980090+00:00,125.43589998676907,109.3420000106562,9.342000010656193,4.4,82.4,True,0.01314364033212557,5.15457990129139
2026-06-20T20:36:22.104748+00:00,25.25630001036916,125.64829998882487,25.648299988824874,4.5,82.4,False,0.10684361771009619,5.156261168560369
2026-06-20T20:36:22.166816+00:00,47.11420000239741,61.07039999915287,38.92960000084713,3.8,82.4,False,0.19365764655503281,5.151189054389253
2026-06-20T20:36:22.260750+00:00,34.41969999403227,93.94620000966825,6.053799990331754,7.5,82.4,False,0.13273875614057437,5.155490756975769
2026-06-20T20:36:22.374446+00:00,30.678199997055344,113.65790000127163,13.657900001271628,12.9,82.4,False,0.16128296272716017,5.1566989256305265
